FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,ORGANIZATION CODE,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE/GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4040,4040 Bureau of Internal Affairs,4,73,9173,Lieutenant,Annual,2,1,115644.00,231288
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4040,4040 Bureau of Internal Affairs,3,71,9171,Sergeant,Annual,8,1,102978.00,823824
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4040,4040 Bureau of Internal Affairs,3,71,9171,Sergeant,Annual,10,1,99756.00,997560
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4040,4040 Bureau of Internal Affairs,3,71,9171,Sergeant,Annual,11,1,96648.00,1063128
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4040,4040 Bureau of Internal Affairs,3,71,9171,Sergeant,Annual,2,1,93708.00,187416
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4040,4040 Bureau of Internal Affairs,3,71,9171,Sergeant,Annual,1,1,106068.00,106068
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4040,4040 Bureau of Internal Affairs,2A,91,9165,Police Officer - Assigned as Detective,Annual,1,1,84396.00,84396
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4040,4040 Bureau of Internal Affairs,2A,91,9165,Police Officer - Assigned as Detective,Annual,1,1,87372.00,87372
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4040,4040 Bureau of Internal Affairs,2A,91,9165,Police Officer - Assigned as Detective,Annual,1,1,93192.00,93192
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4040,4040 Bureau of Internal Affairs,2A,91,9165,Police Officer - Assigned as Detective,Annual,3,1,90540.00,271620
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4040,4040 Bureau of Internal Affairs,1,91,9161,Police Officer,Annual,3,1,86130.00,258390
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4040,4040 Bureau of Internal Affairs,1,91,9161,Police Officer,Annual,12,1,80724.00,968688
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4040,4040 Bureau of Internal Affairs,1,91,9161,Police Officer,Annual,6,1,78012.00,468072
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4040,4040 Bureau of Internal Affairs,1,91,9161,Police Officer,Annual,4,1,75372.00,301488
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4040,4040 Bureau of Internal Affairs,1,91,9161,Police Officer,Annual,6,1,83706.00,502236
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4040,4040 Bureau of Internal Affairs,2,91,9126,Police Technician,Annual,1,1,87918.00,87918
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4040,4040 Bureau of Internal Affairs,4,71,9016,Police Legal Officer II,Annual,1,1,115644.00,115644
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4040,4040 Bureau of Internal Affairs,9,1,832,Personal Computer Operator II,Annual,1,1,52740.00,52740
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4040,4040 Bureau of Internal Affairs,9,1,832,Personal Computer Operator II,Annual,1,1,45828.00,45828
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4040,4040 Bureau of Internal Affairs,9,1,665,Senior Data Entry Operator,Annual,2,1,57828.00,115656
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4041,4041 Inspection Section,4,73,9173,Lieutenant,Annual,1,1,115644.00,115644
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4041,4041 Inspection Section,4,73,9173,Lieutenant,Annual,2,1,112206.00,224412
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4041,4041 Inspection Section,3,71,9171,Sergeant,Annual,3,1,99756.00,299268
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4041,4041 Inspection Section,3,71,9171,Sergeant,Annual,1,1,93708.00,93708
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4041,4041 Inspection Section,1,91,9161,Police Officer,Annual,1,1,83706.00,83706
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4041,4041 Inspection Section,1,91,9161,Police Officer,Annual,5,1,80724.00,403620
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4041,4041 Inspection Section,1,91,9161,Police Officer,Annual,1,1,78012.00,78012
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4041,4041 Inspection Section,1,91,9161,Police Officer,Annual,1,1,43104.00,43104
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4041,4041 Inspection Section,2,91,9155,Police Officer - Per Arbitration Award,Annual,1,1,90540.00,90540
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4041,4041 Inspection Section,8,4,635,Senior Programmer/Analyst,Annual,1,1,99648.00,99648
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2005,DEPARTMENT OF POLICE,3427,3427 Bureau of Internal Affairs,4041,4041 Inspection Section,7,4,193,Auditor III,Annual,1,1,91224.00,91224
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2007,OFFICE OF THE FIRST DEPUTY,3430,3430 Administration Office of the First Deputy,0, ,0,99,9796,Deputy Chief,Annual,4,1,162012.00,648048
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2007,OFFICE OF THE FIRST DEPUTY,3430,3430 Administration Office of the First Deputy,0, ,0,99,9781,First Deputy Superintendent,Annual,1,1,188316.00,188316
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2007,OFFICE OF THE FIRST DEPUTY,3430,3430 Administration Office of the First Deputy,0, ,4,73,9173,Lieutenant,Annual,1,1,112206.00,112206
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2007,OFFICE OF THE FIRST DEPUTY,3430,3430 Administration Office of the First Deputy,0, ,1,91,9161,Police Officer,Annual,1,1,80724.00,80724
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2007,OFFICE OF THE FIRST DEPUTY,3430,3430 Administration Office of the First Deputy,0, ,1,91,9161,Police Officer,Annual,1,1,78012.00,78012
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2007,OFFICE OF THE FIRST DEPUTY,3430,3430 Administration Office of the First Deputy,0, ,1,91,9161,Police Officer,Annual,1,1,83706.00,83706
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2007,OFFICE OF THE FIRST DEPUTY,3434,3434 Special Events Unit,0, ,0,99,9752,Commander,Annual,1,1,154932.00,154932
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2007,OFFICE OF THE FIRST DEPUTY,3434,3434 Special Events Unit,0, ,1,91,9161,Police Officer,Annual,1,1,78012.00,78012
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2007,OFFICE OF THE FIRST DEPUTY,3434,3434 Special Events Unit,0, ,1,91,9161,Police Officer,Annual,1,1,80724.00,80724
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2007,OFFICE OF THE FIRST DEPUTY,3434,3434 Special Events Unit,0, ,1,91,9161,Police Officer,Annual,1,1,86130.00,86130
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,3435 Detatched Services Unit,0, ,0,99,9752,Commander,Annual,1,1,154932.00,154932
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,3435 Detatched Services Unit,0, ,3,71,9171,Sergeant,Annual,1,1,99756.00,99756
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,3435 Detatched Services Unit,0, ,3,71,9171,Sergeant,Annual,2,1,102978.00,205956
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,3435 Detatched Services Unit,0, ,1,91,9161,Police Officer,Annual,1,1,86130.00,86130
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,3435 Detatched Services Unit,0, ,1,91,9161,Police Officer,Annual,3,1,83706.00,251118
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,3435 Detatched Services Unit,0, ,1,91,9161,Police Officer,Annual,2,1,78012.00,156024
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,3435 Detatched Services Unit,0, ,1,91,9161,Police Officer,Annual,7,1,80724.00,565068
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,3435 Detatched Services Unit,0, ,3,91,9160,Police Officer - Assigned as Security Specialist,Annual,5,1,96648.00,483240
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,3435 Detatched Services Unit,0, ,3,91,9160,Police Officer - Assigned as Security Specialist,Annual,12,1,93708.00,1124496
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,3435 Detatched Services Unit,0, ,3,91,9160,Police Officer - Assigned as Security Specialist,Annual,2,1,90702.00,181404
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2007,OFFICE OF THE FIRST DEPUTY,3435,3435 Detatched Services Unit,0, ,3,91,9160,Police Officer - Assigned as Security Specialist,Annual,3,1,99756.00,299268
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3283,3283 Bureau of Patrol,0, ,0,99,9785,Chief,Annual,2,1,176532.00,353064
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3283,3283 Bureau of Patrol,0, ,4,73,9173,Lieutenant,Annual,1,1,115644.00,115644
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3283,3283 Bureau of Patrol,0, ,3,71,9171,Sergeant,Annual,3,1,96648.00,289944
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3283,3283 Bureau of Patrol,0, ,3,71,9171,Sergeant,Annual,1,1,99756.00,99756
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3283,3283 Bureau of Patrol,0, ,3,71,9171,Sergeant,Annual,1,1,102978.00,102978
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3283,3283 Bureau of Patrol,0, ,1,91,9161,Police Officer,Annual,1,1,83706.00,83706
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3283,3283 Bureau of Patrol,0, ,1,91,9161,Police Officer,Annual,2,1,80724.00,161448
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3283,3283 Bureau of Patrol,0, ,1,91,9161,Police Officer,Annual,6,1,78012.00,468072
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3283,3283 Bureau of Patrol,0, ,1,91,9161,Police Officer,Annual,2,1,86130.00,172260
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3283,3283 Bureau of Patrol,0, ,13,10,9021,Crossing Guard Coordinator,Annual,1,1,57648.00,57648
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3283,3283 Bureau of Patrol,0, ,13,10,9021,Crossing Guard Coordinator,Annual,1,1,60408.00,60408
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,300,99,9796,Deputy Chief,Annual,3,1,162012.00,486036
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,300,99,9752,Commander,Annual,29,1,154932.00,4493028
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,E04,71,9176,Sergeant - Per Arbitration Award,Annual,1,1,115644.00,115644
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,E05,75,9175,Captain,Annual,6,1,127602.00,765612
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,E05,75,9175,Captain,Annual,34,1,125790.00,4276860
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,E05,75,9175,Captain,Annual,5,1,122748.00,613740
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,E05,75,9175,Captain,Annual,1,1,119430.00,119430
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,E04,73,9173,Lieutenant,Annual,3,1,118560.00,355680
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,E04,73,9173,Lieutenant,Annual,83,1,115644.00,9598452
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,E04,73,9173,Lieutenant,Annual,46,1,112206.00,5161476
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,E04,73,9173,Lieutenant,Annual,22,1,108900.00,2395800
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,E04,73,9173,Lieutenant,Annual,2,1,105648.00,211296
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,D2A,91,9172,Police Officer - Per Arbitration Award,Annual,1,1,93192.00,93192
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,E03,71,9171,Sergeant,Annual,8,1,106068.00,848544
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,E03,71,9171,Sergeant,Annual,189,1,102978.00,19462842
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,E03,71,9171,Sergeant,Annual,185,1,99756.00,18454860
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,E03,71,9171,Sergeant,Annual,241,1,96648.00,23292168
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,E03,71,9171,Sergeant,Annual,145,1,93708.00,13587660
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,E03,71,9171,Sergeant,Annual,6,1,90702.00,544212
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,D02,91,9164,Police Officer - Assigned as Training Officer,Annual,10,1,90540.00,905400
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,D02,91,9164,Police Officer - Assigned as Training Officer,Annual,15,1,87918.00,1318770
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,D02,91,9164,Police Officer - Assigned as Training Officer,Annual,20,1,84756.00,1695120
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,D02,91,9164,Police Officer - Assigned as Training Officer,Annual,19,1,81900.00,1556100
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,D02,91,9164,Police Officer - Assigned as Training Officer,Annual,7,1,79170.00,554190
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,D01,91,9161,Police Officer,Annual,15,1,89142.00,1337130
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,D01,91,9161,Police Officer,Annual,357,1,86130.00,30748410
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,D01,91,9161,Police Officer,Annual,801,1,83706.00,67048506
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,D01,91,9161,Police Officer,Annual,1603,1,80724.00,129400572
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,D01,91,9161,Police Officer,Annual,2428,1,78012.00,189413136
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,D01,91,9161,Police Officer,Annual,2467,1,75372.00,185942724
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,D01,91,9161,Police Officer,Annual,306,1,71748.00,21954888
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,D01,91,9161,Police Officer,Annual,69,1,68382.00,4718358
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,D01,91,9161,Police Officer,Annual,95,1,65016.00,6176520
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,1,91,9161,Police Officer,Annual,109,1,43104.00,4698336
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,1,91,9161,Police Officer,Annual,116,1,61530.00,7137480
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,D02,91,9155,Police Officer - Per Arbitration Award,Annual,7,1,90540.00,633780
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,D02,91,9155,Police Officer - Per Arbitration Award,Annual,3,1,87918.00,263754
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,I12,2,9122,Detention Aide,Annual,8,1,70884.00,567072
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,I12,2,9122,Detention Aide,Annual,4,1,67656.00,270624
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,I12,2,9122,Detention Aide,Annual,9,1,64596.00,581364
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,I12,2,9122,Detention Aide,Annual,39,1,61692.00,2405988
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,I12,2,9122,Detention Aide,Annual,11,1,58860.00,647460
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,I12,2,9122,Detention Aide,Annual,15,1,56208.00,843120
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,I12,2,9122,Detention Aide,Annual,10,1,53628.00,536280
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,I12,2,9122,Detention Aide,Annual,7,1,51216.00,358512
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,I12,2,9122,Detention Aide,Annual,1,1,46656.00,46656
Local,100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,2012,PATROL SERVICES,3286,3286 Patrol Services,4319,4319 District Law Enforcement,I12,2,9122,Detention Aide,Annual,115,1,42516.00,4889340
