FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,60,COPA,100,Corporate Fund,1005,COPA,2005,Civilian Office of Police Accountability,3010,Investigations,0,,G 06,3,1247,Investigator - COPA,Annual,11,1,66204.00,728244.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2035,Bureau of Technical Services,3318,General Support Division,0,,B 10,1,4238,Property Custodian,Annual,1,1,66612.00,66612.00
Local,31,LAW,100,Corporate Fund,1005,LAW,2005,Department of Law,3011,Building and License Enforcement,0,,L 04,9,1674,Assistant Corporation Counsel Senior,Annual,1,1,78036.00,78036.00
Local,59,CFD,610,Chicago Midway Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4620,Emergency Medical Services,F 3A,87,8749,Paramedic-In-Charge,Annual,1,1,103932.00,103932.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2035,Bureau of Technical Services,3310,Technical Services - Administration,0,,BX 16,10,4548,Manager of Buildings Services,Annual,1,1,64704.00,64704.00
Local,91,CPL,346,Library Fund,1005,CHICAGO PUBLIC LIBRARY,2005,Chicago Public Library,3010,References and Circulation Services,0,,G 06,5,574,Librarian III,Annual,17,1,62904.00,1069368.00
Local,31,LAW,100,Corporate Fund,1005,LAW,2005,Department of Law,3039,Investigations and Prosecutions,4041,Prosecutions,L 01,9,1643,Assistant Corporation Counsel I,Annual,3,1,64824.00,194472.00
Grant,41,HEALTH,0U65,Sexually Transmitted Disease Prevention,1005,DEPARTMENT OF PUBLIC HEALTH,2814,Sexually Transmitted Disease Prevention,3924,Sexually Transmitted Diseases,0,,BX 17,10,3092,Program Director,Annual,1,1,115656.00,115656.00
Local,84,CDOT,100,Corporate Fund,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,Labor,4262,Bridges,W 12,31,7235,Supervising Bridge Operator,Annual,1,1,51108.00,51108.00
Local,88,DWM,200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3340,Agency Management,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,1792.00,1792.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2035,Bureau of Technical Services,3316,Services / Records / Response,4273,Alternate Response Section,E 04,73,9173,Lieutenant,Annual,1,1,127692.00,127692.00
Local,41,HEALTH,100,Corporate Fund,1005,DEPARTMENT OF PUBLIC HEALTH,2010,Primary Health Care,3055,Public Health Nursing Services,0,,S 05,37,3752,Public Health Nurse II,Annual,1,1,102216.00,102216.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3292,Special Functions Division,4336,SWAT,D 01,91,9161,Police Officer,Annual,12,1,96060.00,1152720.00
Local,70,BACP,100,Corporate Fund,1005,BACP,2005,Department of Business Affairs and Consumer Protection,3013,Small Business Center,4041,Assistance and Licensing,BX 17,10,352,Business Consultant Supervisor,Annual,1,1,115656.00,115656.00
Grant,41,HEALTH,0X27,Tuberculosis Control,1005,DEPARTMENT OF PUBLIC HEALTH,2824,Tuberculosis Control,3938,Tuberculosis,0,,B 14,3,3441,Supervising Disease Control Investigator,Annual,1,1,92136.00,92136.00
Local,58,OEMC,740,Chicago O'Hare Airport Fund,1010,OEMC,2705,Office of Emergency Management and Communications,3050,City Operations,4145,Traffic Management Authority,1 00,0,11,Contract Wage Increment - Salary,Annual,0,0,96063.00,96063.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3286,Patrol Services,4319,District Law Enforcement,E 04,73,9173,Lieutenant,Annual,1,1,93168.00,93168.00
Local,60,COPA,100,Corporate Fund,1005,COPA,2005,Civilian Office of Police Accountability,3010,Investigations,0,,G 08,4,1248,Major Case Specialist - COPA,Annual,3,1,114780.00,344340.00
Local,70,BACP,100,Corporate Fund,1005,BACP,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,B 14,1,1210,Business Compliance Investigator,Annual,1,1,101232.00,101232.00
Local,59,CFD,100,Corporate Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4122,Special Operations,F 4P,87,8812,Lieutenant - Paramedic,Annual,2,1,124728.00,249456.00
Grant,57,CPD,0V18,Cops Hiring Program,1005,Chicago Police Department,2983,COPS Hiring Program,3983,COPS Hiring Program,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,62600.00,62600.00
Local,38,FFM,100,Corporate Fund,1005,Fleet & Facility Management,2126,Bureau of Facility Management,3101,Facilities Management,4123,Security Services,3 00,10,4268,Director of Security,Annual,1,1,108960.00,108960.00
Local,41,HEALTH,100,Corporate Fund,1005,DEPARTMENT OF PUBLIC HEALTH,2005,Department of Public Health,3008,Epidemiology and Emergency Response,0,,G 08,4,637,Senior Programmer/Analyst - Per Agreement,Annual,1,1,114780.00,114780.00
Grant,41,HEALTH,0U64,Ryan White HIV Care Act Part A - Emergency Relief,1005,DEPARTMENT OF PUBLIC HEALTH,2731,Ryan White HIV Care Act Part A - Emergency Relief,3731,Ryan White HIV Care Act a - Emergency Relief,0,,1 00,9,9679,Deputy Commissioner,Annual,1,1,123360.00,123360.00
Local,3,OIG,100,Corporate Fund,1005,OFFICE OF INSPECTOR GENERAL,2005,Office of Inspector General,3032,Public Safety Audit,0,,GY 08,20,1126,Senior Performance Analyst,Annual,1,1,75408.00,75408.00
Local,88,DWM,314,Sewer Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3249,Agency Management,4006,Sewer Agency Management,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,3030.00,3030.00
Grant,41,HEALTH,0U23,Immunizations and Vaccines for Children,1005,DEPARTMENT OF PUBLIC HEALTH,2820,Immunizations and Vaccines for Children,3934,Immunization,0,,B 09,1,665,Senior Data Entry Operator,Annual,1,1,66612.00,66612.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2018,Bureau of Organized Crime,3306,Vice and Asset Forfeiture Division,4762,Asset Forfeiture,D 01,91,9161,Police Officer,Annual,4,1,48078.00,192312.00
Local,27,FINANCE,100,Corporate Fund,1005,FINANCE,2020,Revenue Services and Operations,3220,Accounts Receivable,4202,Advanced Collections,BX 10,10,307,Administrative Assistant II - Excluded,Annual,1,1,59580.00,59580.00
Local,91,CPL,346,Library Fund,1005,CHICAGO PUBLIC LIBRARY,2005,Chicago Public Library,3010,References and Circulation Services,0,,B 13,1,308,Staff Assistant,Annual,1,1,52848.00,52848.00
Local,70,BACP,100,Corporate Fund,1005,BACP,2005,Department of Business Affairs and Consumer Protection,3005,Administration,4005,Management,1 00,9,9660,First Deputy Commissioner,Annual,1,1,136968.00,136968.00
Local,84,CDOT,100,Corporate Fund,1115,ADMINISTRATION,2115,Division of Administration,3216,Finance,4215,Accounts Payable,B 10,1,431,Clerk IV,Annual,1,1,63600.00,63600.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3428,Office of Reform Management,0,,D 01,91,9161,Police Officer,Annual,1,1,87006.00,87006.00
Local,67,BUILDINGS,100,Corporate Fund,1005,BUILDINGS,2005,Department of Buildings,3012,Information Technology,4059,Data Processing,B 10,1,302,Administrative Assistant II,Annual,2,1,66612.00,133224.00
Local,41,HEALTH,100,Corporate Fund,1005,DEPARTMENT OF PUBLIC HEALTH,2005,Department of Public Health,3028,Contract and Compliance,0,,B 15,1,1572,Chief Contract Expediter,Annual,1,1,105948.00,105948.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3286,Patrol Services,4319,District Law Enforcement,I 12,2,9122,Detention Aide,Annual,38,1,56004.00,2128152.00
Local,84,CDOT,300,Vehicle Tax Fund,1125,ENGINEERING,2125,Division of Engineering,3222,Electrical Engineering and Inspection,0,,B 15,1,6145,Engineering Technician VI,Annual,1,1,63660.00,63660.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Office of Community Policing,0,,3 00,0,9102,Director of CAPS,Annual,1,1,145476.00,145476.00
CDBG,21,HOUSING,0J45,Community Development Block Grant Year XLV,1005,DEPT OF HOUSING,2563,Construction and Compliance,3563,Construction and Compliance,0,,G 07,4,5403,Architect III,Annual,1,1,105108.00,105108.00
Local,84,CDOT,100,Corporate Fund,1115,ADMINISTRATION,2115,Division of Administration,3209,Construction Services,4210,Records and Estimates,B 11,1,190,Accounting Technician II,Annual,2,1,80232.00,160464.00
Local,59,CFD,740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 4B,87,8811,Lieutenant - EMT,Annual,5,1,121818.00,609090.00
Local,88,DWM,200,Water Fund,1020,WATER SUPPLY,2020,Bureau of Water Supply,3205,Water Quality,0,,3 00,20,5647,Director of Water Quality Surveillance,Annual,2,1,108960.00,217920.00
Local,31,LAW,100,Corporate Fund,1005,LAW,2005,Department of Law,3014,Constitutional and Commercial Litigation,0,,L 03,9,1673,Assistant Corporation Counsel III,Annual,2,1,67908.00,135816.00
Grant,50,DFSS,0Y12,Emergency and Transitional Housing,1005,FAMILY AND SUPPORT SERVICES,2942,Emergency and Transitional Housing,3942,Emergency and Transitional Housing,0,,1 00,0,44,Fringe Benefits,Annual,0,0,73050.00,73050.00
Local,81,DSS,100,Corporate Fund,1005,COMMISSIONER'S OFFICE,2005,Commissioner's Office,3004,Departmental Administration,4003,Community Outreach,V 13,54,8104,Field Sanitation Specialist,Annual,2,1,88008.00,176016.00
Local,38,FFM,100,Corporate Fund,1005,Fleet & Facility Management,2103,Bureau of Finance and Administration,3112,Systems and Performance Improvement,4121,Performance Systems and Analysis,3 00,0,601,Director of Information Systems,Annual,1,1,112248.00,112248.00
Local,85,AVIATION,740,Chicago O'Hare Airport Fund,1005,AVIATION,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4402,Human Resources,GY 07,10,1386,Senior Labor Relations Specialist,Annual,1,1,64320.00,64320.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2016,Bureau of Detectives,3278,Forensic Services Division,0,,D 03,91,9201,Police Forensic Investigator I,Annual,1,1,107790.00,107790.00
Local,58,OEMC,740,Chicago O'Hare Airport Fund,1010,OEMC,2705,Office of Emergency Management and Communications,3010,Operations,4050,Aviation Dispatch,1 00,0,11,Contract Wage Increment - Salary,Annual,0,0,74779.00,74779.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2016,Bureau of Detectives,3278,Forensic Services Division,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,47301.00,47301.00
Local,39,ELECTIONS,100,Corporate Fund,1005,BOARD OF ELECTION COMMISSIONER,2005,Election and Administration Division,3051,Voter Records and Data Processing,0,,Z 13,69,9306,Assistant Supervisor of Redistricting - Board of Elections,Annual,1,1,44604.00,44604.00
Local,85,AVIATION,740,Chicago O'Hare Airport Fund,1005,AVIATION,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4400,Administration,BX 15,10,802,Executive Administrative Assistant II,Annual,2,1,67800.00,135600.00
Local,84,CDOT,300,Vehicle Tax Fund,1125,ENGINEERING,2125,Division of Engineering,3224,Design,4225,Transit Design,G 08,4,5404,Architect IV,Annual,1,1,104052.00,104052.00
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4022,Administrative Services,1 00,9,9679,Deputy Commissioner,Annual,1,1,111144.00,111144.00
CDBG,48,MOPD,0J45,Community Development Block Grant Year XLV,1005,MOPD,2525,Home Mod Program,3535,Home Mod,0,,BX 17,10,3092,Program Director,Annual,1,1,96096.00,96096.00
Local,28,TREASURER,100,Corporate Fund,1005,CITY TREASURER,2005,City Treasurer,3005,Executive,0,,1 00,9,9928,City Treasurer,Annual,1,1,133545.00,133545.00
Local,6,DOIT,346,Library Fund,1005,DOIT,2005,Department of Innovation and Technology,3390,Technical Support Services,0,,BX 13,10,663,Principal Computer Console Operator,Annual,1,1,79812.00,79812.00
Grant,50,DFSS,0Y24,Medicare Improvements for Patients and Providers Act,1005,FAMILY AND SUPPORT SERVICES,2937,Medicare Improvements for Patients and Providers Act,3937,Medicare Improvements for Patients and Providers Act,0,,B 11,3,3025,Assistant Community Living Specialist,Annual,1,1,73104.00,73104.00
Local,31,LAW,100,Corporate Fund,1005,LAW,2005,Department of Law,3019,Torts,4001,Corporate Torts,1 00,9,1650,Deputy Corporation Counsel,Annual,1,1,143976.00,143976.00
Local,31,LAW,100,Corporate Fund,1005,LAW,2005,Department of Law,3045,Real Estate,0,,L 02,9,1672,Assistant Corporation Counsel II,Annual,1,1,89700.00,89700.00
Local,38,FFM,100,Corporate Fund,1005,Fleet & Facility Management,2140,Bureau of Fleet Operations,3214,Fuel Services,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,1548.00,1548.00
Local,31,LAW,100,Corporate Fund,1005,LAW,2005,Department of Law,3019,Torts,4001,Corporate Torts,L 04,9,1674,Assistant Corporation Counsel Senior,Annual,1,1,107988.00,107988.00
Local,81,DSS,300,Vehicle Tax Fund,1030,BUREAU OF STREET OPERATIONS,2045,Bureau of Street Operations,3325,Field Operations,4324,Vacant Lot Cleaning,V 17,54,8190,Supervisor of Lot Cleaning Services,Annual,1,1,121752.00,121752.00
Local,25,CITY CLERK,300,Vehicle Tax Fund,1005,CITY CLERK,2005,City Clerk,3025,Issuance of Vehicle Licenses,0,,BX 15,10,248,Supervisor of Payment Center,Annual,1,1,87564.00,87564.00
Local,67,BUILDINGS,100,Corporate Fund,1005,BUILDINGS,2005,Department of Buildings,3006,Administration,4001,Office of the Commissioner,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,1892.00,1892.00
Local,23,DCASE,355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3232,Cultural Planning and Operations,0,,1 00,9,9679,Deputy Commissioner,Annual,1,1,113376.00,113376.00
Local,91,CPL,346,Library Fund,1005,CHICAGO PUBLIC LIBRARY,2005,Chicago Public Library,3010,References and Circulation Services,0,,B 10,1,302,Administrative Assistant II,Annual,2,1,40020.00,80040.00
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,V 14,54,7152,Refuse Collection Coordinator,Annual,3,1,88008.00,264024.00
Local,59,CFD,100,Corporate Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4128,Training,3 00,89,8755,Assistant Deputy Fire Commissioner,Annual,1,1,185352.00,185352.00
Local,81,DSS,100,Corporate Fund,1020,BUREAU OF RODENT CONTROL,2025,Bureau of Rodent Control,3077,Vector Control,0,,2 0,8,7184,Pool Motor Truck Driver,Hourly,3,1,36.45,227448.00
CDBG,41,HEALTH,0J45,Community Development Block Grant Year XLV,1005,DEPARTMENT OF PUBLIC HEALTH,2598,Mental Health Clinics,3577,Mental Health Clinics,0,,B 12,1,303,Administrative Assistant III,Annual,1,1,48168.00,48168.00
Grant,50,DFSS,0Y48,Early Head Start - Child Care Partnership,1005,FAMILY AND SUPPORT SERVICES,2956,Early Head Start - Child Care Partnership,3952,Early Head Start - Child Care Partnership,0,,B 13,1,3914,Support Services Coordinator,Annual,2,1,76584.00,153168.00
Local,50,DFSS,100,Corporate Fund,1005,FAMILY AND SUPPORT SERVICES,2005,Department of Family and Support Services,3006,Fiscal Administration,0,,1 00,9,9679,Deputy Commissioner,Annual,1,1,112248.00,112248.00
Grant,91,CPL,0Z57,Illinois Library Development - Per Capita and Area,1005,CHICAGO PUBLIC LIBRARY,2895,Illinois Library Development - Per Capita and Area,3910,Reference and Circulation Services,0,,G 03,5,573,Library Associate,Annual,20,1,72480.00,1449600.00
Local,38,FFM,100,Corporate Fund,1005,Fleet & Facility Management,2103,Bureau of Finance and Administration,3111,Human Resources,4135,Training,B 14,1,1359,Training Officer,Annual,1,1,96564.00,96564.00
Local,23,DCASE,355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3232,Cultural Planning and Operations,0,,3 00,10,1757,Program Director - Cultural Affairs,Annual,1,1,92004.00,92004.00
Local,85,AVIATION,740,Chicago O'Hare Airport Fund,1005,AVIATION,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 15,54,7021,Airport Operations Supervisor II,Annual,1,1,110988.00,110988.00
Local,27,FINANCE,200,Water Fund,1005,FINANCE,2020,Revenue Services and Operations,3154,Payment Processing,4642,Reconciliation,G 07,4,104,Accountant IV,Annual,1,1,105108.00,105108.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3436,Office of Strategy,0,,3 00,0,306,Assistant Director,Annual,2,1,113376.00,226752.00
Local,88,DWM,314,Sewer Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4012,Sewer System Installation and Maintenance,2 0,53,8246,Foreman of Construction Laborers,Hourly,3,1,43.82,273437.00
Local,70,BACP,100,Corporate Fund,1005,BACP,2005,Department of Business Affairs and Consumer Protection,3005,Administration,4005,Management,1 00,9,1651,Office Administrator,Annual,1,1,66000.00,66000.00
Local,38,FFM,740,Chicago O'Hare Airport Fund,1005,Fleet & Facility Management,2140,Bureau of Fleet Operations,3225,Fleet Operations - O'Hare,0,,BX 15,10,7177,Equipment Rental Coordinator,Annual,1,1,79812.00,79812.00
Local,31,LAW,100,Corporate Fund,1005,LAW,2005,Department of Law,3045,Real Estate,0,,1 00,9,1650,Deputy Corporation Counsel,Annual,1,1,143976.00,143976.00
Local,67,BUILDINGS,200,Water Fund,1005,BUILDINGS,2005,Department of Buildings,3025,Technical Inspections,4110,Plumbing Code Compliance Inspection,2 0,16,2235,Assistant Chief Plumbing Inspector,Monthly,1,1,9775.85,117310.00
Local,25,CITY CLERK,100,Corporate Fund,1005,CITY CLERK,2005,City Clerk,3005,Administration,0,,BX 13,10,378,Administrative Supervisor,Annual,2,1,48960.00,97920.00
Local,31,LAW,100,Corporate Fund,1005,LAW,2005,Department of Law,3011,Building and License Enforcement,0,,BX 14,10,1607,Superv Process Server,Annual,1,1,53736.00,53736.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3286,Patrol Services,4319,District Law Enforcement,E 05,75,9175,Captain,Annual,2,1,125736.00,251472.00
Local,15,CITY COUNCIL,100,Corporate Fund,1010,CITY COUNCIL COMMITTEES,2010,Committee on Finance,3020,Worker's Compensation and Police and Fire Disability,0,,1 00,0,9836,Disability Claims Investigator,Annual,1,1,41472.00,41472.00
